idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
apimo-82485579;pr;a;v;2;90;;4;229000;;;0;1;0;0;D;192;48.07077;7.35971;Oui;4.0;;;;Sud;D;;;;;;4.0;True;20.0;1560.0;;Radiateur;Collectif;a;n;;a;2023-04;68066;0202;680660202;H;H;6806601;68501;44;68;11.67;9.0;0.055;9.98;190.0;0.047;2544.44
ag340369-381792844;pr;a;v;1;101;;3;425000;;;0;1;0;1;E;269;48.06675;7.35593;Oui;2.0;;2.0;;Traversant-Est-Ouest;E;;1.0;;;;;;36.0;1704.0;Gaz;;;m;n;;a;2023-04;68066;0202;680660202;H;H;6806601;68501;44;68;10.56;17.0;0.03;10.63;512.0;0.03;4207.92
ag681122-382234384;pr;a;v;0;115;;5;405000;;;0;0;0;0;E;256;48.06977;7.3574;Non;;;;;0;E;;;;;;;;4.0;;;;;a;n;;a;2023-04;68066;0202;680660202;H;H;6806601;68501;44;68;8.46;3.0;0.029;9.45;59.0;0.032;3521.74
ag671791-380740432;pr;m;v;0;547;1048.0;20;1548000;;;0;1;1;7;D;200;48.07572;7.34746;Non;2.0;;;True;Nord-Sud;F;;6.0;;;;;;;;Fioul;;;a;n;8.0;m;2023-04;68066;0901;680660901;H;H;6806601;68501;44;68;;;;;;;2829.98
immo-facile-51982144;pr;a;v;0;91;;4;228800;;;0;0;0;1;VI;;48.07246;7.34195;Oui;3.0;;;True;0;D;1900.0;1.0;;;;;False;6.0;480.0;Gaz;Radiateur;Individuel;a;n;;a;2023-04;68066;0901;680660901;H;H;6806601;68501;44;68;9.49;3.0;0.045;9.98;190.0;0.048;2514.29
immo-facile-52445136;pr;a;v;1;101;;4;183600;;;0;0;0;0;C;148;48.07751;7.35207;Oui;2.0;;;True;0;A;;;;;False;;False;;1200.0;;;;a;n;;a;2023-04;68066;0105;680660105;H;H;6806601;68501;44;68;9.67;9.0;0.064;9.98;190.0;0.066;1817.82
ag680633-383305416;pr;a;v;2;105;;6;210000;;;0;0;0;1;E;324;48.07768;7.35231;Oui;3.0;;;;traversant;B;;;;;;;;;;Électrique;;Individuel;a;n;;a;2023-04;68066;0105;680660105;H;H;6806601;68501;44;68;9.08;1.0;0.054;9.29;10.0;0.056;2000.0
iad-france-1339765;pr;a;v;0;86;;3;189000;;;0;1;0;0;C;163;48.0771;7.35327;Oui;;;1.0;True;0;B;1974.0;;;;False;2.0;True;170.0;2640.0;Gaz;Radiateur;Collectif;m;n;;a;2023-04;68066;0105;680660105;H;H;6806601;68501;44;68;10.1;17.0;0.055;10.63;512.0;0.058;2197.67
ag680633-380364345;pr;a;v;1;38;;2;115000;;;0;0;0;1;D;193;48.0801;7.35317;Oui;4.0;;1.0;;0;B;;;;;;;True;;;Électrique;;Individuel;a;n;;a;2023-04;68066;0105;680660105;H;H;6806601;68501;44;68;11.14;24.0;0.044;12.08;562.0;0.048;3026.32
ag680633-382977621;pr;a;v;2;37;;2;121000;;;0;0;0;1;C;174;48.0801;7.35317;Oui;4.0;;1.0;;0;A;;;;;;;True;;;Électrique;;Individuel;a;n;;a;2023-04;68066;0105;680660105;H;H;6806601;68501;44;68;11.14;24.0;0.041;12.08;562.0;0.044;3270.27
apimo-82484948;pr;a;v;1;80;;4;159900;;;0;0;0;0;0;;48.08085;7.35224;Oui;3.0;;;;Est-Ouest;;;;;;;;True;5.0;300.0;Électrique;Convecteur;Individuel;a;n;;a;2023-04;68066;0105;680660105;H;H;6806601;68501;44;68;9.67;9.0;0.058;9.98;190.0;0.06;1998.75
ag681237-383573297;pr;a;v;0;98;;5;207675;;;0;0;1;2;C;140;48.08104;7.35069;Oui;;;1.0;;0;D;;;;;;;True;;;;;;a;n;;a;2023-04;68066;0105;680660105;H;H;6806601;68501;44;68;9.77;1.0;0.055;9.45;59.0;0.054;2119.13
immo-facile-52229859;pr;a;v;1;73;;3;294000;;;0;0;1;0;C;149;48.0807;7.35207;Oui;3.0;;;;Sud-Ouest;A;;1.0;;;;;;;;;Pompe à chaleur;Individuel;a;n;;a;2023-04;68066;0105;680660105;H;H;6806601;68501;44;68;10.1;17.0;0.03;10.63;512.0;0.032;4027.4
immo-facile-52454545;pr;a;v;1;57;;2;178000;;;0;0;1;0;E;281;48.08112;7.34985;Oui;2.0;;;;0;B;;1.0;;;;;False;;;Électrique;;Individuel;a;n;;a;2023-04;68066;0105;680660105;H;H;6806601;68501;44;68;11.14;24.0;0.043;12.08;562.0;0.046;3122.81
ag671791-382213339;pr;m;v;0;547;1048.0;20;1548000;;;0;1;1;7;D;200;48.07264;7.35334;Non;2.0;;;True;Nord-Sud;F;;6.0;;;;;;;;Fioul;;;a;n;8.0;m;2023-04;68066;0105;680660105;H;H;6806601;68501;44;68;;;;;;;2829.98
laforet-immo-facile-21567564;pr;a;v;0;95;;4;267500;;;0;0;1;0;NS;;48.07281;7.35596;Oui;3.0;;;True;0;VI;1900.0;1.0;;;False;;False;26.0;840.0;Gaz;Radiateur;Individuel;a;n;;a;2023-04;68066;0104;680660104;H;H;6806601;68501;44;68;10.14;9.0;0.043;9.98;190.0;0.043;2815.79
safti-1-871959;pr;a;v;2;78;;2;284000;;;0;0;0;1;E;326;48.07527;7.35752;Oui;3.0;;1.0;False;0;B;1900.0;1.0;;;False;;False;8.0;600.0;Électrique;;Individuel;m;n;;a;2023-04;68066;0104;680660104;H;H;6806601;68501;44;68;13.26;57.0;0.044;12.08;562.0;0.04;3641.03
ag681237-381278602;pr;a;v;0;64;;3;129900;;;0;1;0;1;D;249;48.08805;7.34853;Oui;;;;;0;D;;;;;;;True;;;;;;a;n;8.0;a;2023-04;68066;0604;680660604;H;H;6806601;68501;44;68;10.25;9.0;0.061;10.63;512.0;0.063;2029.69
ag060811-382630130;pr;a;v;2;85;;4;193548;;;0;1;0;1;D;168;48.08626;7.34681;Oui;3.0;;1.0;True;Est;D;;1.0;;;;;True;76.0;1274.4;Gaz;;;m;n;;a;2023-04;68066;0604;680660604;H;H;6806601;68501;44;68;8.96;3.0;0.047;9.98;190.0;0.053;2277.04
iad-france-1337767;pr;a;v;0;100;;5;230000;;;0;0;0;0;D;245;48.08571;7.34982;Oui;;;;False;0;E;;;;;False;;False;32.0;1080.0;;;;m;n;;a;2023-04;68066;0604;680660604;H;H;6806601;68501;44;68;;;;9.45;59.0;0.049;2300.0
adapt-immo-75008125433;pr;a;v;0;67;;3;199000;;;0;0;0;0;D;120;48.0891;7.34608;Oui;;;;False;0;D;;;;;;;False;;;;;;network;n;;a;2023-04;68066;0604;680660604;H;H;6806601;68501;44;68;10.25;9.0;0.041;10.63;512.0;0.043;2970.15
immo-facile-52472070;pr;a;v;1;125;;3;398000;;;0;0;0;0;NS;;47.74417;7.32747;Non;3.0;;;;0;VI;2023.0;;;;;;True;;;;;;a;n;;a;2023-04;68224;0202;682240202;H;H;6822401;68701;44;68;10.14;38.0;0.038;10.0;839.0;0.038;3184.0
ag681158-381405295;pr;a;v;0;51;;3;97000;;;0;0;0;1;D;184;47.74313;7.3296;Oui;;;;;0;E;;;;;;;True;;;;;;a;n;22.0;a;2023-04;68224;0202;682240202;H;H;6822401;68701;44;68;10.14;38.0;0.064;10.0;839.0;0.063;1901.96
guy-hoquet-immo-facile-6302434;pr;a;v;0;78;;4;163500;;;0;1;0;1;C;135;47.7257;7.33858;Oui;8.0;;;False;0;D;1980.0;1.0;1.0;;False;;True;24.0;1980.0;Gaz;Radiateur;Individuel;a;n;;a;2023-04;68224;0703;682240703;H;H;6822401;68701;44;68;10.84;4.0;0.062;9.22;388.0;0.053;2096.15
rodacom-5261668;pr;a;vp;0;245;;6;799000;;;0;0;0;3;0;;47.72956;7.33388;Non;1.0;;;False;0;;2022.0;;;;;;False;;;;;;a;n;13.0;a;2023-04;68224;0703;682240703;H;H;6822401;68701;44;68;;;;8.61;17.0;0.032;3261.22
apimo-82487922;pr;m;v;0;200;;6;790000;;;0;0;0;0;D;166;47.73171;7.33395;0;;;;;0;D;;;;True;;;;;;Gaz;Radiateur;Individuel;a;n;;m;2023-04;68224;0703;682240703;H;H;6822401;68701;44;68;13.22;4.0;0.04;10.46;8.0;0.032;3950.0
safti-1-850337;pr;a;v;3;102;;5;162000;;;0;0;0;2;C;126;47.76067;7.34362;Oui;3.0;;;False;0;C;1930.0;2.0;;;False;;False;11.0;1295.0;Gaz;;Individuel;m;n;;a;2023-04;68224;1401;682241401;H;H;6822401;68701;44;68;7.93;1.0;0.06;8.57;110.0;0.065;1588.24
rodacom-5257723;pr;a;v;2;68;;3;65000;;;0;0;0;0;F;350;47.75853;7.34408;Non;4.0;;;True;0;E;1970.0;;;;;;False;;;Électrique;;Individuel;a;n;;a;2023-04;68224;1401;682241401;H;H;6822401;68701;44;68;9.25;25.0;0.116;10.0;839.0;0.126;955.88
ag671913-383388284;pr;m;v;0;107;;5;198000;;;0;0;1;0;C;96;47.75945;7.329;Non;;;;False;0;D;;;;;;;;;;Gaz;;;network;n;;m;2023-04;68224;1401;682241401;H;H;6822401;68701;44;68;;;;8.82;8.0;0.057;1850.47
ag681110-383186666;pr;m;v;0;235;;10;674000;;;0;0;0;2;D;228;47.75074;7.33486;Oui;3.0;;;;0;D;;3.0;;;;;;;;;;;a;n;;m;2023-04;68224;0301;682240301;H;H;6822401;68701;44;68;;;;;;;2868.09
orpi-1-054927E2MKIW;pr;a;v;1;83;;4;96000;;;0;2;0;1;E;236;47.75069;7.32969;Oui;4.0;;1.0;True;0;E;1963.0;1.0;;;False;;True;71.0;2936.0;Gaz;Radiateur;;a;n;;a;2023-04;68224;0301;682240301;H;H;6822401;68701;44;68;9.99;13.0;0.104;9.22;388.0;0.096;1156.63
immo-facile-52633480;pr;a;v;0;52;;2;96000;;;0;0;0;1;E;308;47.74951;7.34977;Oui;;;;;0;E;;;;;;;;9.0;892.4;;;;a;n;;a;2023-04;68224;0603;682240603;H;H;6822401;68701;44;68;10.21;29.0;0.066;11.11;960.0;0.072;1846.15
apimo-82451493;pr;a;v;4;97;;4;490000;;;0;1;0;0;0;;47.74786;7.34836;0;;;;;Sud;;;;1.0;;True;11.0;True;;;;;;a;n;8.0;a;2023-04;68224;0603;682240603;H;H;6822401;68701;44;68;8.52;19.0;0.02;9.22;388.0;0.022;5051.55
iad-france-1339299;pr;a;v;0;89;;4;121000;;;0;0;0;0;C;120;47.7474;7.33285;Oui;4.0;;;False;0;C;;;;;False;;False;8.0;1464.0;Gaz;Radiateur;Collectif;m;n;;a;2023-04;68224;0101;682240101;H;H;6822401;68701;44;68;8.89;36.0;0.078;9.22;388.0;0.081;1359.55
safti-1-865674;pr;a;v;0;93;;3;149900;;;0;0;0;0;NS;;47.74743;7.3386;Oui;;;;False;0;NS;1988.0;;;;False;;False;51.0;2702.0;;;;m;n;;a;2023-04;68224;0101;682240101;H;H;6822401;68701;44;68;10.05;55.0;0.075;10.0;839.0;0.074;1611.83
immo-facile-52470734;pr;a;v;21;88;;3;77000;;;0;0;1;0;D;243;47.75083;7.34324;Non;31.0;;;True;0;D;1970.0;2.0;;;;;True;400.0;4800.0;Gaz;Radiateur;;a;n;8.0;a;2023-04;68224;0602;682240602;H;H;6822401;68701;44;68;9.87;23.0;0.135;10.0;839.0;0.137;875.0
immo-facile-52471997;pr;a;v;1;77;;3;244000;;;0;0;0;0;NS;;47.75015;7.34867;Non;3.0;;;;0;VI;2023.0;;;;;;True;58.0;;;;;a;n;;a;2023-04;68224;0602;682240602;H;H;6822401;68701;44;68;9.87;23.0;0.037;10.0;839.0;0.038;3168.83
immo-facile-52430459;pr;a;v;1;127;616.0;4;276000;;;0;2;1;1;D;179;47.74969;7.3453;Oui;2.0;;;True;Est-Ouest;D;1930.0;1.0;1.0;;False;;False;9.0;1200.0;Gaz;Radiateur;Individuel;a;n;;a;2023-04;68224;0602;682240602;H;H;6822401;68701;44;68;8.86;16.0;0.049;9.22;388.0;0.051;2173.23
immo-facile-51923359;pr;m;v;0;150;742.0;5;318000;;;0;0;0;0;NS;;47.74711;7.3007;Oui;;;;;0;VI;;;;;;;;;;;;;a;n;;m;2023-04;68224;1001;682241001;H;H;6822401;68701;44;68;;;;8.82;8.0;0.05;2120.0
hektor-dagon68390-2458;pr;m;v;0;102;1089.0;5;367500;;;0;0;0;0;F;376;47.74211;7.29873;Non;;;1.0;;0;G;1966.0;;;;;;;;;Fioul;Radiateur;;a;n;;m;2023-04;68224;1001;682241001;H;H;6822401;68701;44;68;;;;8.82;8.0;0.029;3602.94
guy-hoquet-immo-facile-6357846;pr;a;v;0;70;;4;82000;;;0;0;0;1;E;292;47.76967;7.32348;Non;4.0;;;;0;E;;1.0;;;;;;79.0;1560.0;Gaz;Radiateur;Individuel;a;n;15.0;a;2023-04;68224;1702;682241702;H;H;6822401;68701;44;68;11.03;3.0;0.113;9.22;388.0;0.094;1171.43
guy-hoquet-immo-facile-6328690;pr;a;v;0;70;;4;82000;;;0;0;0;1;E;292;47.77046;7.32293;Oui;4.0;;;;0;E;;1.0;;;;;;79.0;1560.0;Gaz;Radiateur;Individuel;a;n;15.0;a;2023-04;68224;1702;682241702;H;H;6822401;68701;44;68;11.03;3.0;0.113;9.22;388.0;0.094;1171.43
safti-1-865411;pr;a;v;0;127;;5;199000;;;0;0;0;1;NS;;47.7467;7.31804;Oui;;;1.0;False;0;NS;1970.0;1.0;;;False;;False;125.0;5736.0;;;;m;n;;a;2023-04;68224;1102;682241102;H;H;6822401;68701;44;68;8.74;1.0;0.067;8.57;110.0;0.066;1566.93
ag681542-379759269;pr;a;v;2;44;;2;85875;;;0;0;0;0;D;228;47.75656;7.35499;Oui;2.0;;1.0;;0;B;;;;;;;;52.0;1216.0;Électrique;;Individuel;a;n;;a;2023-04;68224;0502;682240502;H;H;6822401;68701;44;68;10.8;29.0;0.066;11.11;960.0;0.068;1951.7
ag681542-380384700;pr;a;v;2;53;;3;120860;;;0;0;0;1;D;241;47.75698;7.35534;Oui;2.0;;2.0;;traversant;B;;;;;True;;;114.0;;Électrique;;Individuel;a;n;8.0;a;2023-04;68224;0502;682240502;H;H;6822401;68701;44;68;9.74;22.0;0.051;10.0;839.0;0.053;2280.38
citya-immobilier-1273-TAPP495837;pr;a;v;3;82;;4;79000;;;0;0;0;1;D;202;47.74641;7.3195;Oui;10.0;;0.0;;0;D;1970.0;;2.0;;;;True;85.0;3578.0;Gaz;Radiateur;Collectif;a;n;8.0;a;2023-04;68224;1102;682241102;H;H;6822401;68701;44;68;9.73;10.0;0.121;9.22;388.0;0.115;963.41
ag681542-379641729;pr;a;v;0;88;;4;104900;;;0;0;0;0;D;171;47.73674;7.31517;Oui;4.0;;;;traversant;D;;;;;;;;16.0;720.0;Gaz;;Individuel;a;n;;a;2023-04;68224;0801;682240801;H;H;6822401;68701;44;68;9.35;9.0;0.094;9.22;388.0;0.093;1192.05
ag681542-381369471;pr;a;v;1;76;;4;89500;;;0;0;0;1;D;213;47.73544;7.31597;Oui;4.0;;;;0;E;;;;;;;;2.0;1175.24;Gaz;;Individuel;a;n;;a;2023-04;68224;0801;682240801;H;H;6822401;68701;44;68;9.35;9.0;0.095;9.22;388.0;0.094;1177.63
citya-immobilier-1273-TAPP498043;pr;a;v;7;69;;3;87500;;;0;0;1;0;D;208;47.74473;7.32258;Oui;11.0;;0.0;;0;D;1970.0;;1.0;;;;True;163.0;3136.0;;Radiateur;Collectif;a;n;;a;2023-04;68224;1102;682241102;H;H;6822401;68701;44;68;10.14;8.0;0.096;10.0;839.0;0.095;1268.12
mgc-381237362-CWE-230405-112434;pr;m;v;0;85;;5;235900;;;0;0;0;0;A;;47.95706;7.29942;0;;;;;0;A;;;;;;;;;;;;;cm;o;;m;2023-04;68287;0000;682870000;Z;Z;6828700;68123;44;68;13.3;1.0;0.058;13.3;1.0;0.058;2775.29
ag681158-381380179;pr;m;v;0;140;503.0;6;378000;;;0;0;0;1;C;117;47.96229;7.30928;Oui;;;1.0;;0;A;;2.0;;;;;;;;;;;a;n;;m;2023-04;68287;0000;682870000;Z;Z;6828700;68123;44;68;6.07;1.0;0.027;6.07;1.0;0.027;2700.0
entities-1042950-3869680;pr;m;v;0;113;515.0;4;366038;;;0;0;0;1;0;;47.95708;7.2994;0;;;;;0;;;;;;;;;;;;;;cm;o;20.0;m;2023-04;68287;0000;682870000;Z;Z;6828700;68123;44;68;8.44;1.0;0.031;8.44;1.0;0.031;3239.27
ag681237-381814105;pr;m;v;0;87;74.0;4;269000;;;0;0;0;1;C;121;47.96623;7.31821;Oui;;;2.0;;0;D;;2.0;;;;;;;;;;;a;n;;m;2023-04;68287;0000;682870000;Z;Z;6828700;68123;44;68;8.44;1.0;0.033;8.44;1.0;0.033;3091.95
entities-1043690-3888173;pr;m;v;0;102;504.0;5;320000;;;0;0;0;1;0;;47.95708;7.2994;0;2.0;;;;0;;;;;;;;;;;;;;cm;o;;m;2023-04;68287;0000;682870000;Z;Z;6828700;68123;44;68;13.3;1.0;0.051;13.3;1.0;0.051;3137.25
mgc-118756865_RFROUF594-SMART1-1-1-RFROUF594-SMART1-1-1;pr;m;v;0;82;;4;322000;;;0;0;0;0;0;;47.95691;7.29941;0;;;;;0;;;;;;;;;;;;;;cm;o;;m;2023-04;68287;0000;682870000;Z;Z;6828700;68123;44;68;8.44;1.0;0.026;8.44;1.0;0.026;3926.83
entities-1044599-2803413;pr;m;v;0;118;420.0;5;403200;;;0;0;0;0;A;;47.7134;7.50928;0;;;;;0;;;;;;;;;;;;;;cm;o;;m;2023-04;68238;0000;682380000;Z;Z;6823800;68000;44;68;;;;;;;3416.95
entities-1044599-2803294;pr;m;v;0;100;420.0;4;380900;;;0;0;0;0;A;;47.7134;7.50928;0;;;;;0;;;;;;;;;;;;;;cm;o;;m;2023-04;68238;0000;682380000;Z;Z;6823800;68000;44;68;10.14;1.0;0.032;10.14;1.0;0.032;3809.0
entities-1044599-2803416;pr;m;v;0;110;534.0;6;421900;;;0;0;0;0;A;;47.7134;7.50928;0;;;;;0;;;;;;;;;;;;;;cm;o;;m;2023-04;68238;0000;682380000;Z;Z;6823800;68000;44;68;;;;;;;3835.45
ag681156-383340350;pr;m;v;0;114;655.0;5;345000;;;0;0;1;0;C;164;47.71294;7.50825;Non;1.0;;;;0;A;;1.0;;;;;;;;;;Individuel;a;n;;m;2023-04;68238;0000;682380000;Z;Z;6823800;68000;44;68;;;;;;;3026.32
entities-1044599-2803418;pr;m;v;0;131;534.0;6;438000;;;0;0;0;0;A;;47.7134;7.50928;0;;;;;0;;;;;;;;;;;;;;cm;o;;m;2023-04;68238;0000;682380000;Z;Z;6823800;68000;44;68;;;;;;;3343.51
entities-1044599-2803417;pr;m;v;0;130;534.0;6;437800;;;0;0;0;0;A;;47.7134;7.50928;0;;;;;0;;;;;;;;;;;;;;cm;o;;m;2023-04;68238;0000;682380000;Z;Z;6823800;68000;44;68;;;;;;;3367.69
entities-1044599-2803415;pr;m;v;0;125;534.0;5;452600;;;0;0;0;0;A;;47.7134;7.50928;0;;;;;0;;;;;;;;;;;;;;cm;o;;m;2023-04;68238;0000;682380000;Z;Z;6823800;68000;44;68;;;;;;;3620.8
mgc-380745266-MS-230331-142919;pr;m;v;0;85;;5;318000;;;0;0;0;0;A;;47.65158;7.37622;0;;;;;0;B;;;;;;;;;;;;;cm;o;;m;2023-04;68265;0000;682650000;Z;Z;6826500;68000;44;68;;;;;;;3741.18
mgc-380745449-MS-230331-143617;pr;m;v;0;125;;4;457000;;;0;0;0;0;0;;47.65158;7.37622;0;;;;;0;;;;;;;;;;;;;;cm;o;;m;2023-04;68265;0000;682650000;Z;Z;6826500;68000;44;68;;;;;;;3656.0
hektor-PAQUIN2020-161;pr;m;v;0;130;747.0;6;399000;;;0;0;0;1;D;164;47.65493;7.38202;Non;;;;;Sud-Ouest;D;1998.0;2.0;;;;;;;;Fioul;Sol;Individuel;a;n;;m;2023-04;68265;0000;682650000;Z;Z;6826500;68000;44;68;11.29;1.0;0.044;11.29;1.0;0.044;3069.23
mgc-383564526-MS_rantzwiller_27_04_23;pr;m;v;0;115;;5;430000;;;0;0;0;1;0;;47.65158;7.37622;0;;;;;0;;;;;;;;;;;;;;cm;o;;m;2023-04;68265;0000;682650000;Z;Z;6826500;68000;44;68;;;;;;;3739.13
iad-france-1332706;pr;m;v;0;168;773.0;6;595000;;;0;0;0;0;B;104;47.61361;7.44384;Non;2.0;;;False;0;A;1996.0;;;;False;;;;;;;;m;n;22.0;m;2023-04;68160;0000;681600000;Z;Z;6816000;68000;44;68;;;;;;;3541.67
guy-hoquet-immo-facile-6283637;pr;a;v;0;69;;4;99000;;;0;0;1;0;E;;48.27049;7.2764;Oui;2.0;;;;0;C;;1.0;;;;;False;6.0;;;;;a;n;8.0;a;2023-04;68185;0000;681850000;Z;Z;6818500;68106;44;68;;;;;;;1434.78
ag333464-383146139;pr;m;v;0;116;681.0;6;320000;;;0;0;2;0;C;179;47.8141;7.50849;Oui;2.0;;4.0;True;Est-Ouest;A;;2.0;;;;;;;;;;Individuel;a;n;;m;2023-04;68020;0000;680200000;Z;Z;6802000;68000;44;68;;;;;;;2758.62
ag681158-380751178;pr;m;v;0;110;687.0;4;170000;;;0;0;0;2;E;250;47.82796;7.51754;Oui;;;3.0;;0;E;;2.0;;;;;;;;;;;a;n;8.0;m;2023-04;68020;0000;680200000;Z;Z;6802000;68000;44;68;;;;;;;1545.45
mgc-382473711-C-WUE-463-112-OS2;pr;m;v;0;112;;6;409360;;;0;0;0;1;0;;47.87364;7.20719;0;;;;;Sud;;;;;;;;;;;;;;cm;o;;m;2023-04;68381;0000;683810000;Z;Z;6838100;68401;44;68;;;;;;;3655.0
mgc-382473567-C-WUE-463-84-OS2;pr;m;v;0;84;;5;335652;;;0;0;0;1;0;;47.87364;7.20719;0;;;;;Sud;;;;;;;;;;;;;;cm;o;;m;2023-04;68381;0000;683810000;Z;Z;6838100;68401;44;68;;;;;;;3995.86
entities-1044599-2798785;pr;m;v;0;100;362.0;4;363300;;;0;0;0;0;A;;47.87374;7.20629;0;;;;;0;;;;;;;;;;;;;;cm;o;8.0;m;2023-04;68381;0000;683810000;Z;Z;6838100;68401;44;68;13.06;1.0;0.043;13.06;1.0;0.043;3633.0
entities-1044599-2798786;pr;m;v;0;83;362.0;4;348900;;;0;0;0;0;A;;47.87374;7.20629;0;;;;;0;;;;;;;;;;;;;;cm;o;;m;2023-04;68381;0000;683810000;Z;Z;6838100;68401;44;68;13.06;1.0;0.037;13.06;1.0;0.037;4203.61
entities-1044599-2798787;pr;m;v;0;131;362.0;6;386220;;;0;0;0;0;A;;47.87374;7.20629;0;;;;;0;;;;;;;;;;;;;;cm;o;;m;2023-04;68381;0000;683810000;Z;Z;6838100;68401;44;68;;;;;;;2948.24
entities-1044599-2798782;pr;m;v;0;125;574.0;5;464440;;;0;0;0;0;A;;47.87374;7.20629;0;;;;;0;;;;;;;;;;;;;;cm;o;;m;2023-04;68381;0000;683810000;Z;Z;6838100;68401;44;68;;;;;;;3715.52
entities-1044599-2798784;pr;m;v;0;124;574.0;4;423840;;;0;0;0;0;A;;47.87374;7.20629;0;;;;;0;;;;;;;;;;;;;;cm;o;;m;2023-04;68381;0000;683810000;Z;Z;6838100;68401;44;68;13.06;1.0;0.046;13.06;1.0;0.046;3418.06
entities-1044599-2798783;pr;m;v;0;130;574.0;6;449640;;;0;0;0;0;A;;47.87374;7.20629;0;;;;;0;;;;;;;;;;;;;;cm;o;;m;2023-04;68381;0000;683810000;Z;Z;6838100;68401;44;68;;;;;;;3458.77
mgc-380752067-MS-230331-154408;pr;m;v;0;100;;5;398000;;;0;0;0;0;A;;47.52484;7.47798;0;;;;;0;A;;;;;;;;;;;;;cm;o;8.0;m;2023-04;68120;0000;681200000;Z;Z;6812000;68000;44;68;12.94;7.0;0.039;12.94;7.0;0.039;3980.0
ag250493-380998651;pr;m;v;0;360;980.0;7;2392000;;;0;0;1;2;A;35;47.51969;7.48624;Non;1.0;;1.0;;0;A;;2.0;;;;;;;;Électrique;;;a;n;;m;2023-04;68120;0000;681200000;Z;Z;6812000;68000;44;68;;;;;;;6644.44
mgc-382190624-MS-230414-102249;pr;m;v;0;115;;4;352000;;;0;0;0;0;0;;47.52484;7.47798;0;;;;;0;;;;;;;;;;;;;;cm;o;8.0;m;2023-04;68120;0000;681200000;Z;Z;6812000;68000;44;68;16.61;1.0;0.065;16.61;1.0;0.065;3060.87
safti-1-860255;pr;m;vp;0;173;906.0;7;327000;;;0;0;0;2;F;349;47.75871;7.05184;Oui;;;;False;0;B;1950.0;;;;False;;;;;;;Individuel;m;n;;m;2023-04;68304;0000;683040000;Z;Z;6830400;68000;44;68;;;;;;;1890.17
orpi-1-054041E2LEOP;pr;a;v;0;91;148.0;4;212000;;;0;0;0;1;D;229;47.75992;7.05432;Oui;1.0;;1.0;True;Nord;B;2013.0;2.0;1.0;;False;;False;36.0;545.0;;;Individuel;a;n;;a;2023-04;68304;0000;683040000;Z;Z;6830400;68000;44;68;9.12;3.0;0.047;9.12;3.0;0.047;2329.67
orpi-1-054041E2MM44;pr;m;v;0;115;260.0;6;214000;;;0;0;0;1;E;321;47.75902;7.05314;Oui;1.0;;2.0;True;Sud;F;1900.0;2.0;;;False;;;;;Fioul;Radiateur;Individuel;a;n;;m;2023-04;68304;0000;683040000;Z;Z;6830400;68000;44;68;;;;;;;1860.87
mgc-380713509-C-NIE-463-119-AG;pr;m;v;0;119;;6;356000;;;0;0;0;0;0;;47.95043;7.38165;0;;;;;Sud;;;;;;;;;;;;;;cm;o;22.0;m;2023-04;68234;0000;682340000;Z;Z;6823400;68000;44;68;;;;;;;2991.6
entities-1044601-2809033;pr;m;v;0;180;600.0;5;627320;;;0;0;0;0;A;;47.94768;7.38176;0;;;;;0;;;;;;;;;;;;;;cm;o;;m;2023-04;68234;0000;682340000;Z;Z;6823400;68000;44;68;9.15;2.0;0.032;9.15;2.0;0.032;3485.11
entities-1044601-2809032;pr;m;v;0;146;600.0;5;671840;;;0;0;0;0;A;;47.94768;7.38176;0;;;;;0;;;;;;;;;;;;;;cm;o;;m;2023-04;68234;0000;682340000;Z;Z;6823400;68000;44;68;9.15;2.0;0.024;9.15;2.0;0.024;4601.64
mgc-382053124-VM-NIEDERENTZEN-2023134;pr;m;v;0;92;;5;285000;;;0;0;0;0;0;;47.94859;7.38269;0;;;;;0;;;;;;;;;;;;;;cm;o;;m;2023-04;68234;0000;682340000;Z;Z;6823400;68000;44;68;9.15;2.0;0.035;9.15;2.0;0.035;3097.83
entities-1044601-2809031;pr;m;v;0;139;600.0;5;565120;;;0;0;0;0;A;;47.94768;7.38176;0;;;;;0;;;;;;;;;;;;;;cm;o;;m;2023-04;68234;0000;682340000;Z;Z;6823400;68000;44;68;9.15;2.0;0.027;9.15;2.0;0.027;4065.61
mgc-379275318-C-NIE-381-137-AG1;pr;m;v;0;137;;5;364800;;;0;0;0;1;0;;47.9848;7.39916;0;;;;;Sud;;;;;;;;;;;;;;cm;o;;m;2023-04;68235;0000;682350000;Z;Z;6823500;68000;44;68;;;;;;;2662.77
